Speed,AD,Fuel,Mileage,Engine,Age,Weight,AFR,ALT
0.017683534,0.013436459,-7.716738,-0.7798125,0.24081959,-0.0010176355,-0.048250005,-0.8656487,0.017461756
0.022066837,0.014367316,-7.492977,-0.7605912,0.2739712,-0.15730542,-0.048250005,-0.85331184,0.016525188
-0.013995482,0.0018738032,0.14514808,-0.0049433066,-0.6478404,0.02972788,-0.026638364,-0.020424513,0.024090022
-0.050348092,0.0073744482,4.909455,-0.2419115,-0.10558277,0.014898355,0.05418251,0.33640668,-0.02962655
-0.012013307,-0.031457584,-2.1953194,-0.0116413105,-0.17171061,0.035485465,0.017931132,-0.22600898,-0.041573714
-0.065643646,-0.07811721,10.329238,-0.5148544,0.66768706,-0.12754458,0.12157011,-0.90703565,-0.6188298
-0.03740276,0.02377243,5.0090795,-0.39067817,-0.103505224,-0.015877439,0.0038411706,0.23460999,0.08733004
0.026336739,0.001957389,0.9074516,-0.03137484,-0.09991788,0.012389553,0.014348609,0.10070457,-0.039181955
-0.9927868,-0.05712603,2.2751698,1.5230304,0.6652122,0.13857111,-0.04426659,-1.2228777,-0.09759366
-0.030354962,-0.0673587,-3.489573,0.073375046,0.08095026,-0.03447808,-0.056398742,-0.6548188,-0.07454309
-0.11379241,0.015305845,-3.545728,-0.03543056,0.5090555,-0.013267668,-0.044169083,-1.2862018,0.009958194
0.002134325,0.0007461278,-8.422334,0.040492594,-0.16215248,-0.017365599,-0.039004147,-0.43122962,-0.0014959833
0.24762875,0.0031229141,-2.082771,-0.07039408,-0.24137814,0.0880808,0.03218095,0.41560873,-0.010717873
-0.06106428,0.000112992595,-0.146609,-0.013297195,-0.5245629,0.032385238,-0.039084814,0.0063221958,-0.036666423
0.036617603,0.005790498,-3.8468413,-0.019051183,-0.08543438,0.0241445,0.030739754,-0.47001138,0.014294149
-0.018034386,-0.0028307051,7.848208,-0.22120465,0.13166521,-0.056975897,0.23971495,0.31426978,-0.11144437
0.078307234,-0.0025856062,-1.6988428,0.01833724,-0.29488045,-0.034709927,-0.026608262,-0.13669156,0.0020944113
-0.031629182,-0.16698404,17.599678,-0.46455353,0.12834308,-0.039312866,-0.07969809,0.2258158,0.13137409
0.34813806,-0.00564576,1.5336906,-0.088465184,-0.16134635,0.054599702,0.044119153,0.038392164,-0.0056724
-0.06432756,0.016700668,-7.416126,-0.7655962,0.19449396,-0.1573469,-0.04825231,-0.86835235,-0.13721514
-0.06464262,-0.0006318211,7.5388064,-0.2719771,0.14778863,-0.041871917,0.11869728,0.4509115,0.060204986
-0.47727147,0.19607723,-4.261065,0.44632244,-0.4469566,-0.004217636,-0.063448384,-1.9820975,-0.22108254
0.15676932,0.0013820681,-3.9853623,-0.03313161,-0.20328933,-0.018531786,-0.039601907,-0.3815706,-0.06813021
-0.024736613,0.10901966,-0.21080585,-0.11697083,-0.37784445,0.02838352,0.01720785,0.0034002222,0.025349412
-0.15255637,0.0028832844,-6.876634,-0.7938322,0.3949147,-0.18010984,0.0064456407,-0.6922508,-0.077408955
0.5308684,-0.012901773,-1.3102435,0.5768644,1.7363167,-0.0053599896,-0.04026852,-0.5512335,-0.08876229
0.23834239,0.04063287,2.209667,0.14612873,0.9587925,0.016638873,-0.039093297,-0.04396339,-0.3844554
-0.33077067,0.0116878245,-6.697684,-0.026956193,-0.4726838,0.102950536,-0.11819514,0.3506282,-0.01780178
0.017683534,0.013436459,-7.716738,-0.7798125,0.24081959,-0.0010176355,-0.048250005,-0.8656487,0.017461756
-0.08384384,0.14411074,-3.6442091,0.06398654,-0.15322874,-0.00012219386,0.029718831,-0.6706598,0.051338498
0.06301362,0.029099433,-3.4584615,-0.90836924,0.41303232,-0.07660407,-0.048287764,-1.1823349,-0.005153489
0.14325683,0.0041747657,1.9818299,-0.031461544,-0.37785983,0.023940358,0.024582284,0.09298969,0.038731035
0.4458247,-0.020948954,14.528198,-0.6646063,-0.046662103,0.025352249,-0.00048139098,0.41054356,0.016415486
0.14502025,0.17701513,9.8538685,-0.82686144,0.2406667,0.065011546,0.12013776,0.22753978,-0.008269407
0.08397521,-0.013950889,9.194039,-0.43188927,0.023068924,0.1379765,0.036480136,0.13863814,0.044630483
-0.07644223,5.9537917e-05,1.8942193,-0.105925314,-0.2538091,0.030282596,0.017776672,-0.2467084,-0.016139321
0.08033204,0.103812024,-5.3457117,1.571937,0.59702206,-0.010309293,0.025578573,-0.05310515,0.02651283
0.07519855,0.0021803153,-4.103301,0.024433004,-0.14908521,0.0419104,0.018158734,-0.65195864,0.01774884
-0.26149902,-0.004112697,-0.15738449,0.14407167,-0.3186672,0.028078744,-0.04163081,0.12894696,0.0432803
0.092738695,-0.0026858996,-2.037444,0.021107757,-0.36459866,-0.036078747,-0.04161383,-0.35831225,0.019515075
0.010530149,0.044530623,-6.4165034,0.81824166,0.7960727,-0.03801638,0.021440454,-0.66474557,0.043095425
0.017683534,0.013436459,-7.716738,-0.7798125,0.24081959,-0.0010176355,-0.048250005,-0.8656487,0.017461756
0.12401817,-0.027048262,5.6497993,-0.07184839,-0.09770869,0.02560541,-0.041056387,0.30021998,0.24440716
0.14999144,0.07011564,11.250009,-0.61234576,0.42208567,-0.04631988,0.24802524,-0.094306394,0.010768672
0.08716115,0.0063406825,-5.417012,0.06385915,-0.5864619,-0.06383181,-0.040942997,-0.4930623,0.024853531
-0.018216271,-0.0066589904,-3.1022847,0.10353389,-0.28784114,-0.008058686,-0.04128127,-0.55848,-0.028811652
0.52592176,-0.0088141635,10.600812,0.0416841,-0.09796277,0.20936376,-0.23874098,0.14634918,0.16029625
0.2576405,-0.02221276,2.6448822,0.28751493,0.7939618,-0.011121732,-0.038930923,0.08345665,0.18654571
0.017683534,0.013436459,-7.716738,-0.7798125,0.24081959,-0.0010176355,-0.048250005,-0.8656487,0.017461756
-0.05759018,-0.041976463,4.996897,-0.18169932,-0.13728987,-0.04151788,0.012218207,0.46159875,0.011230996
-0.12016762,0.015147168,-3.8972025,-0.030595094,0.5325079,-0.016080786,-0.044169083,-0.9411477,0.02288349
0.29583535,0.0054113492,6.906775,-0.5280245,0.1248132,0.050909366,-0.21361761,-0.20955847,0.16223584
-0.020099968,0.00051266176,1.5268419,-0.041492816,-0.17407747,0.023647554,-0.030073956,-0.0024114219,0.032978725
0.018669892,-0.024185248,-1.6547525,0.8044567,2.1477485,-0.010647476,-0.04042504,-0.012713856,0.0059172558
-0.0588706,-0.022586469,-8.377569,0.0826363,-0.03749514,0.020309051,-0.040446308,-0.6067803,0.021607207
-0.13923573,-0.0046002516,-5.2365437,-0.14256096,-0.30293325,-0.015407507,0.01627076,-0.064886756,0.045818694
-0.00054668076,-0.002166363,-8.385521,0.009297136,-0.16147152,0.0083673075,-0.04305591,-0.47832236,0.0012896697
0.4099408,-0.005134145,1.3455766,-0.837835,0.21568215,0.011200103,-0.01736178,0.09921444,0.27141365
0.024611011,0.006834874,-4.0237184,-0.038099013,-0.13803743,0.024449209,0.030326586,-0.48388398,-0.0031682004
0.005269301,0.009387647,-3.7868996,0.00639106,-0.1812317,0.021344157,-0.041099343,-0.37313297,0.0089139575
0.14694965,-0.025553392,-4.0786605,-0.047262594,-0.18994696,-0.014151711,-0.022998082,-0.6513615,-0.027488833
0.06501229,-0.010991828,-3.485625,0.00405918,-0.20359147,0.007374789,0.021481153,-0.38516682,-0.013079671
0.77270377,-0.058814432,5.9083686,-0.15088208,0.5787602,-0.019544464,-0.08219087,1.1802716,0.022748712
0.22035563,-0.11966217,3.5288432,-0.41909453,0.44083193,-0.041680034,-0.13736169,-1.155473,-0.1102243
-0.7951257,-0.03451347,-5.6837773,-0.35932615,0.7006637,-0.080686554,0.025465468,0.20591083,-0.11905435
0.08453771,0.0014625381,0.425851,0.019315714,-0.5087451,0.013523353,-0.019760188,-0.26717392,0.043793336
-0.005035663,0.008262984,-2.1001232,0.16280894,-0.41368914,0.019434322,-0.025287956,-0.5337058,0.17505465
-0.2642812,-0.0045524724,0.39103687,-0.061487578,-0.2650102,0.03151955,0.017605212,0.18128447,0.065106176
-0.11379241,0.015305845,-3.9000306,-0.014813969,0.53510535,-0.013104586,-0.044169083,-0.95328546,0.009960892
0.09564451,0.0020772982,-2.3804247,-0.07426365,-0.38117695,-0.028107373,0.013275472,-0.028475609,-0.021944894
0.017683534,0.013436459,-7.716738,-0.7798125,0.24081959,-0.0010176355,-0.048250005,-0.8656487,0.017461756
-0.06303329,-0.015546573,-2.1633873,0.13715377,-0.5336191,0.019074183,-0.022652652,-0.09758276,0.008596469
-0.8273822,-0.007127925,1.9329795,0.025195206,0.6406693,0.03599543,-0.06115088,0.20102085,-0.2692397
-0.06851012,0.024987958,-1.079549,0.026632885,-0.37231594,0.042208713,-0.039932154,-0.37926608,0.020410694
0.34621015,0.002485886,-2.2410102,0.012014428,-0.46893767,0.047115598,0.031743545,0.32956994,-0.015608341
-0.23205267,0.017163761,4.1374826,-0.60585487,0.14960569,0.028112676,0.16594529,-0.15962332,0.09215344
0.110400684,-0.011573844,4.9203453,-0.24864262,-0.13538885,-0.0023924909,0.16414647,0.054223027,0.1331022
-0.27558726,0.00020323513,5.01755,-0.47520542,-0.089028835,-0.012666666,0.075432554,-0.19222943,-0.037508845
0.11204955,-0.004557194,-1.4154487,0.010176411,-0.33390158,-0.01913751,-0.041662347,-0.08525351,0.021650178
-0.022873707,0.007456499,7.3917694,-0.34328493,0.11459489,0.005058533,0.14292233,0.1307465,0.02242603
0.13583842,-0.0024137166,-2.1806438,-0.0124579575,-0.1462349,0.052516658,0.03266249,0.28935888,0.021335362
0.032593206,0.0037351763,-4.0231104,0.09202684,-0.15171005,0.012488203,-0.038850807,-0.6626147,0.0092903515
0.0156105235,0.00078384025,-6.798431,0.17070349,-0.49909508,-0.017752556,-0.026069347,-0.74428797,0.024147253
0.06072092,0.029099433,-3.666933,-0.9063179,0.41303232,-0.07660407,-0.04816133,-1.2317705,-0.0059666815
0.41066855,0.00048318206,-4.3241267,0.8882267,1.8755257,0.06211967,-0.045208756,0.7686431,0.03353377
-0.012529633,0.004200606,2.3058045,-0.013709609,-0.14197561,-0.019366702,-0.04219741,0.041161977,-0.01948347
-0.68713295,-0.008512149,-2.8245938,0.0075175525,-0.20882729,0.04246125,0.017952163,0.008511994,0.010890215
0.017683534,0.013436459,-7.716738,-0.7798125,0.24081959,-0.0010176355,-0.048250005,-0.8656487,0.017461756
0.23536241,0.01872861,12.986797,-0.66444176,0.10961631,0.13828094,-0.06310751,0.34797457,0.07893718
0.022460544,0.015737874,18.701118,-0.28434977,-0.014427594,0.0037515825,0.027377704,0.40407833,0.01972286
-0.08244859,0.11591443,-3.731696,-0.014600851,-0.01707284,0.021517506,0.028236242,-0.17400236,-0.0783034
-0.025492897,-0.0018095938,2.6947262,-0.07921197,-0.15648408,0.024418337,-0.0022179133,0.16550787,0.065817274
0.0042556776,0.009902339,-3.8672135,-0.013103559,-0.14349058,0.020890756,-0.041099343,-0.3936029,0.008874132
0.22961308,0.076779254,2.1865942,-0.2863118,0.8720593,0.011088132,-0.03889956,-2.5777373,0.079621576
0.21969745,-0.0051700645,3.877393,-0.060965627,-0.15330774,0.026600622,0.011273802,0.040053323,-0.042799484
-0.15551388,-0.0009652976,0.6056525,0.017234458,-0.25086293,-0.0484701,-0.037436794,0.18473756,0.06826252
0.008163186,0.0007461278,-8.129259,0.08115776,-0.26619703,-0.017365599,-0.039004147,-0.44207144,-0.0014959833
-0.36188015,-0.00068514684,14.68395,4.541511,-0.08154856,0.051284064,0.07288897,0.15542895,-0.06264041
-0.15340522,-0.027816037,-3.609652,0.013515621,-0.51933074,0.021498209,0.014988223,0.20186311,0.07156644
0.017683534,0.013436459,-7.716738,-0.7798125,0.24081959,-0.0010176355,-0.048250005,-0.8656487,0.017461756
-0.09273117,-0.09260976,10.547136,-0.0620867,0.4183597,-0.037942626,-0.4977816,0.17606278,0.0038310988
0.01992746,0.016466063,0.6401794,-0.034612358,-0.2829096,0.023010401,-0.018790234,-0.051351793,0.06719949
-0.10240658,-0.04090245,-5.3483434,0.20308843,-0.52269083,0.004601663,-0.023534115,-0.6806028,-0.032555763
0.6382165,-0.049530942,1.0654616,-0.10756353,0.7616449,0.008675353,-0.038068283,-1.6499683,-0.15402955
0.14675856,-0.0073187076,4.8939643,-0.23808652,-0.06282011,0.011646736,0.06181294,0.281549,0.005349333
0.016758703,0.0059954473,-3.171376,0.10052227,-0.09785169,0.019923866,-0.041181866,-0.8482559,0.013549346
0.27813908,0.03273689,13.558175,5.145505,-0.004170495,0.020618612,0.06886289,0.012513171,-0.038819246
0.19509903,-0.015463581,-8.153488,1.028684,0.41312304,-0.0643261,-0.009775307,-0.28824905,-0.008309665
-0.2977839,-0.007818933,11.929431,5.026756,-0.18278298,0.07636966,0.12982729,0.076001495,0.03994156
-0.010017253,0.14394337,5.2071843,2.9564176,0.3869872,-0.014468403,-0.011628803,0.08044791,-0.039913293
0.12345737,-0.045206897,15.187138,4.5605116,0.11407353,0.0072047217,0.036039796,0.2585372,-0.114246674
0.017683534,0.013436459,-7.716738,-0.7798125,0.24081959,-0.0010176355,-0.048250005,-0.8656487,0.017461756
-0.6564062,-0.19659086,5.2698855,-0.88519907,-0.05088219,-0.04970007,-0.43080884,-1.0736549,-0.21040466
0.058425076,0.0011564392,-3.9485643,0.03807256,-0.15588278,0.0042323153,-0.04288752,-0.8025421,0.02557418
0.11329778,0.003143509,-3.840705,0.035131093,-0.15590109,0.0042324103,-0.04288752,-0.984588,0.0255124
-0.08297681,0.085890874,-1.3258692,0.06148371,-0.3933171,-0.05704102,-0.037730142,-0.519236,0.08641219
-0.018793872,-0.053108107,-1.5711886,0.028178748,-0.37578973,-0.02522237,-0.035579935,-0.105493695,-0.019170204
0.018089402,0.0036010053,-4.0645027,0.0729984,-0.15749328,-0.03766158,-0.038835756,-0.66445416,0.06114122
0.18845071,0.0034316478,-3.398166,-0.025039578,-0.2721806,0.004888234,0.030735787,-0.08491102,0.016649853
0.10128024,0.0063367602,-1.4105498,0.00964104,-0.34928533,-0.009852705,-0.04169745,-0.07101172,0.017751087
0.110236906,0.0037125603,10.56047,-0.32806498,0.029903237,-0.034967642,0.27877757,0.19957112,0.0139620025
0.025804032,0.02919417,-4.14497,-0.998894,0.43238387,-0.08043771,-0.048141144,-1.1398224,0.020596182
-0.23914567,0.15511042,3.7019227,-0.0968369,-0.15304057,0.013986513,0.009147397,0.07512436,0.027723538
0.7740774,-0.09641442,0.68618727,-1.3747154,0.8785044,0.014113878,0.016934756,0.019846242,-0.17638798
0.06748084,0.0045324485,-4.3178897,0.030796789,-0.17370225,0.020645808,0.018194178,-0.58921295,0.005281281
0.6970664,0.011150148,-3.5076764,0.29432636,1.3736267,0.06548973,-0.04347407,1.5311978,0.14831282
0.04636133,-0.0077636396,8.152578,-0.18688297,0.13077112,-0.03191002,0.15476698,0.22329882,0.0003548708
0.019891694,0.1699032,-3.8496768,-0.2820109,0.26345554,0.04235566,0.015671369,-0.48226944,-0.063385606
-0.002742991,0.0960958,10.793025,4.6149664,-0.035625182,0.044232108,0.073686704,-0.2374014,0.019833546
0.017683534,0.013436459,-7.716738,-0.7798125,0.24081959,-0.0010176355,-0.048250005,-0.8656487,0.017461756
0.038014814,-0.0019557388,8.79342,-0.46403155,-0.0020800857,0.12403955,0.31174082,-0.06024158,0.036298066
-0.09484345,-0.047972385,6.048168,-0.5136728,0.026064014,-0.055197153,0.11165531,-0.038155213,0.059044864
0.06641434,0.09286642,-4.462292,0.016221253,-0.33350676,-0.013197219,-0.025565105,-0.55842,0.004534758
-0.013702187,0.008439669,-3.949096,-0.030171784,-0.15036014,-0.036659684,-0.041140284,-0.43698862,0.010462841
0.12830591,0.18820716,-7.2746315,-1.1245195,0.5229669,-0.09445855,-0.0013508458,-0.4644025,0.018302474
0.1544158,0.028602589,17.087332,-1.0049978,-0.050346445,-0.30870584,0.028999202,0.1985687,0.12033329
-0.039923143,-0.004637962,13.392586,-0.44582525,0.2409068,-0.05634746,0.033080377,0.367798,0.040645145
0.02405633,0.004176785,-4.725236,0.082673006,-0.2127741,-0.025383139,-0.038915474,-0.6921708,-0.012136221
0.57638144,0.039114546,3.2473311,0.18655558,1.8117348,0.025571702,-0.03977335,0.14026377,0.07293324
-0.35469526,0.033780184,11.766949,-0.3485298,0.6756312,-0.05408529,0.32734188,0.08334631,-0.12546442
-0.042514786,-0.014584955,-7.4971523,0.12666734,-0.33413202,0.025238952,-0.035043348,-0.6348567,-0.015423411
0.05827815,0.0011494348,-3.960975,0.034653906,-0.15590109,0.0042324103,-0.04288752,-0.8068281,0.0255124
0.030208975,0.0040355967,-3.77228,0.101207815,-0.14988181,0.01708656,-0.038850807,-0.61492234,0.008466584
0.065170445,0.012604409,-2.73717,0.042075798,-0.4114102,-0.04505136,-0.04138198,-0.19830759,0.002621168
-0.0054858746,0.0059734825,-2.0328135,-0.023574432,-0.2559327,0.033031974,0.031354547,-0.35843912,-0.0008092484
0.15218672,-0.0011988308,-2.0454326,0.039416242,-0.38844484,0.023633594,-0.039333995,-0.12069904,0.00783465
0.03489405,0.0038914173,-3.8116045,0.10352626,-0.1500454,0.01557352,-0.038850807,-0.621865,0.01207523
-0.10378816,0.050572824,-3.845456,-0.0056541665,-0.122798346,0.018051311,0.025818864,-0.4661588,-0.035007115
0.024691004,0.006410591,-3.9339855,-0.07283275,-0.14296499,0.022572292,0.030257732,-0.34036303,0.009304593
0.041586556,0.0035203416,0.8984126,-0.025962787,-0.28231794,0.0107063735,-0.028560756,0.03460955,0.0065964153
-0.0016754773,0.000936774,-8.385429,0.048513137,-0.15577376,-0.016395025,-0.039019383,-0.4876244,0.0007130136
0.017683534,0.013436459,-7.716738,-0.7798125,0.24081959,-0.0010176355,-0.048250005,-0.8656487,0.017461756
-0.09379862,-0.023238858,11.110429,-0.5039224,0.53159297,-0.052451663,0.31162038,0.29175526,0.037652444
0.017683534,0.013436459,-7.716738,-0.7798125,0.24081959,-0.0010176355,-0.048250005,-0.8656487,0.017461756
0.11455096,0.004771433,0.777898,-0.05137309,-0.24765158,0.015751101,-0.028933866,0.020411331,-0.065842226
0.0858672,-0.010901062,11.826513,-0.45622143,0.1471958,0.13897078,0.12404624,0.19787171,-0.06457975
-0.06542168,0.2178142,14.427071,-0.6549861,0.022810867,0.14503141,0.030261377,0.19548307,-0.028984144
-0.017406495,-0.010866431,8.577461,-0.36401254,0.3785871,-0.04205276,0.30847153,0.053156424,-0.0020188875
0.07756256,0.0010874479,-3.8740122,0.032484856,-0.14722571,0.025621302,0.018158734,-0.596901,0.008023323
0.111550584,-0.06419219,7.2006645,-0.24305667,0.19235829,-0.069983244,0.084756814,-0.8932312,0.14410673
0.02904731,0.0041486914,-4.03427,0.04084248,-0.15557708,0.001187166,-0.038850807,-0.71352196,0.01739689
0.23234868,-0.032025162,-8.648487,0.009053968,-0.2281392,-0.013384007,-0.011299807,-0.39355025,0.035951238
-0.85446644,0.7861074,4.948726,-0.51095,1.019364,-0.046493087,-0.12788703,0.68051857,0.14632057
-0.031187948,0.0019774532,0.6976573,-0.025574958,-0.30280346,0.023048338,-0.028340911,0.0428498,0.008411147
-0.11379241,0.015305845,-3.545728,-0.03543056,0.5090555,-0.013267668,-0.044169083,-1.2862018,0.009958194
0.16603252,0.009045456,-1.5455769,-0.0044651334,-0.20762551,0.010126995,-0.026797233,-0.26160237,-0.05326713
0.00989742,0.0022692184,-8.467569,-0.08550865,-0.059493113,0.007273391,0.018281665,-0.5585612,0.020314451
0.42534906,0.011372979,-4.0868835,0.9113462,2.1859481,0.085716456,-0.043558102,1.3288356,-0.026435379
0.4848648,-0.01524228,5.199195,-0.10189423,0.007913615,0.0077876863,0.024496946,0.290521,0.46190134
-0.112355165,0.005655105,-8.399856,-0.005437067,0.4676016,0.06509113,-0.045962855,-0.39576495,0.026651988
-0.059017647,-0.0018231049,-0.35003206,0.12848945,-0.11469443,0.021850474,-0.039245896,-0.27361503,0.002461083
0.109421216,0.015367645,4.464965,-0.12097451,-0.23250186,0.099531926,0.0086400295,0.27711004,-0.02683175
0.069108754,0.0031445113,-0.16289267,-0.0003665667,-0.682025,0.03180829,-0.02660823,-0.055545673,-0.030803457
-0.33456135,0.032529686,-5.0145044,1.5432572,0.31343096,-0.0001602379,0.025662228,-0.35698736,0.09414749
0.001559807,-0.00020924596,-8.558619,0.049431805,-0.10810445,-0.023873338,-0.04305591,-0.4379673,-0.0015862822
0.07319255,0.106430255,-8.6684885,0.020434033,-0.2624549,-0.03257021,-0.024955506,-0.35828143,0.06608794
0.08545268,-0.00015758266,0.45073766,0.028358653,-0.36661482,0.016864598,0.01744032,0.06591018,-0.008961415
-0.036108308,-0.024343261,-0.49671116,0.06507333,-0.65331984,0.027414998,0.02657461,0.04819169,0.04717665
0.13624807,0.00013558334,-1.4460633,0.010405815,-0.34169403,-0.0718444,-0.041834876,-0.25469846,0.067662336
-0.0059346464,-0.0096018985,7.5223165,-0.31634837,0.09027055,0.007424481,0.12880352,0.10770123,-0.0067466516
0.27153844,0.00770031,-0.68022346,-0.22449744,-0.52800536,0.0020138498,0.009971058,0.061939407,-0.0220937
0.21413057,-0.0475544,11.902519,4.9551063,-0.10453355,0.036212698,0.095892124,0.03571736,-0.09592696
0.01891014,0.005167672,-1.6493913,0.060011342,-0.34016094,0.011911623,-0.03857249,-0.12708656,-0.0063957544
0.072515,0.0052105915,-1.8900197,-0.04556688,-0.30771616,0.035285372,0.03272353,-0.13458931,0.0026887676
0.038698196,0.024352664,-2.9412928,0.0019392791,-0.39073494,0.029420195,0.031302568,-0.21549773,0.008776899
-0.0070248405,0.010822467,7.4829736,-0.2620728,0.095004275,-0.023414554,0.12915272,0.34105772,0.04568973
-0.4670864,-0.011002748,2.6924345,-0.1598878,-0.10756541,1.4524121e-06,0.013940129,0.1585641,-0.45343888
0.017683534,0.013436459,-7.716738,-0.7798125,0.24081959,-0.0010176355,-0.048250005,-0.8656487,0.017461756
0.01913445,0.0043370067,-3.4640214,0.0572569,-0.17385213,0.004855848,0.030328892,-0.72231567,0.009697838
0.90174174,0.010730949,-2.973733,0.30543897,1.8398443,0.065139554,-0.04347407,2.4932847,0.030516032
-0.21086507,0.16540018,1.4935325,-0.7763928,0.5843014,-0.0391586,-0.0016873891,-0.15018265,-0.024270952
0.28048572,-0.01854035,-7.1779823,-0.137188,-0.4282542,0.026836278,-0.0025457903,-0.612848,0.071510255
0.08670988,0.004172968,-3.8732648,-0.06792758,-0.0896631,0.009534564,0.018341368,-0.8754182,0.030011144
-0.021157872,0.0003985943,1.600178,-0.04768995,-0.17197083,0.009859005,-0.04260003,0.03928697,0.0011832854
0.029194236,0.004155696,-4.0218596,0.044261135,-0.15555875,0.0011870719,-0.038850807,-0.709236,0.017458666
0.03489405,0.0038914173,-3.8116045,0.10352626,-0.1500454,0.01557352,-0.038850807,-0.621865,0.01207523
0.15198508,0.007820877,10.50847,4.6493306,0.09998826,0.06662707,0.071903735,0.112619676,0.014415735
-0.54322183,0.039008886,-4.0331287,-0.08938718,0.43930954,-0.021832544,-0.046423063,-0.38920876,0.022215428
-0.121940196,-0.015471429,7.116831,-0.02383758,0.13559118,0.014440989,-0.23815566,0.18254496,-0.083785266
0.0847133,0.0047974247,-2.1498418,-0.011881458,-0.36173826,0.0048654485,0.031626314,-0.20813695,0.006798822
